id,framework_code,version_number,control_number,domain_code,domain_name_en,title_en,title_ar,requirement_en,requirement_ar,objective_en,control_type,control_category,maturity_level,priority,is_mandatory,testing_frequency,status
82,NCA-ECC,2.0,2.17,2,Defense,Defense - Control 17,Defense - ضابط 17,The organization shall implement defense controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Defense لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective defense practices,preventive,administrative,2,high,True,quarterly,active
83,NCA-ECC,2.0,3.17,3,Resilience,Resilience - Control 17,Resilience - ضابط 17,The organization shall implement resilience controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Resilience لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective resilience practices,detective,technical,3,medium,True,monthly,active
84,NCA-ECC,2.0,4.17,4,Third Party,Third Party - Control 17,Third Party - ضابط 17,The organization shall implement third party controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective third party practices,corrective,operational,4,low,True,continuous,active
85,NCA-ECC,2.0,5.17,5,ICS,ICS - Control 17,ICS - ضابط 17,The organization shall implement ics controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط ICS لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective ics practices,preventive,administrative,1,critical,True,annually,active
86,NCA-ECC,2.0,1.18,1,Governance,Governance - Control 18,Governance - ضابط 18,The organization shall implement governance controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective governance practices,detective,technical,2,high,True,quarterly,active
87,NCA-ECC,2.0,2.18,2,Defense,Defense - Control 18,Defense - ضابط 18,The organization shall implement defense controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Defense لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective defense practices,corrective,operational,3,medium,True,monthly,active
88,NCA-ECC,2.0,3.18,3,Resilience,Resilience - Control 18,Resilience - ضابط 18,The organization shall implement resilience controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Resilience لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective resilience practices,preventive,administrative,4,low,True,continuous,active
89,NCA-ECC,2.0,4.18,4,Third Party,Third Party - Control 18,Third Party - ضابط 18,The organization shall implement third party controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective third party practices,detective,technical,1,critical,True,annually,active
90,NCA-ECC,2.0,5.18,5,ICS,ICS - Control 18,ICS - ضابط 18,The organization shall implement ics controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط ICS لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective ics practices,corrective,operational,2,high,True,quarterly,active
91,NCA-ECC,2.0,1.19,1,Governance,Governance - Control 19,Governance - ضابط 19,The organization shall implement governance controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective governance practices,preventive,administrative,3,medium,True,monthly,active
92,NCA-ECC,2.0,2.19,2,Defense,Defense - Control 19,Defense - ضابط 19,The organization shall implement defense controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Defense لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective defense practices,detective,technical,4,low,True,continuous,active
93,NCA-ECC,2.0,3.19,3,Resilience,Resilience - Control 19,Resilience - ضابط 19,The organization shall implement resilience controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Resilience لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective resilience practices,corrective,operational,1,critical,True,annually,active
94,NCA-ECC,2.0,4.19,4,Third Party,Third Party - Control 19,Third Party - ضابط 19,The organization shall implement third party controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective third party practices,preventive,administrative,2,high,True,quarterly,active
95,NCA-ECC,2.0,5.19,5,ICS,ICS - Control 19,ICS - ضابط 19,The organization shall implement ics controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط ICS لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective ics practices,detective,technical,3,medium,True,monthly,active
96,NCA-ECC,2.0,1.20,1,Governance,Governance - Control 20,Governance - ضابط 20,The organization shall implement governance controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective governance practices,corrective,operational,4,low,True,continuous,active
97,NCA-ECC,2.0,2.20,2,Defense,Defense - Control 20,Defense - ضابط 20,The organization shall implement defense controls to ensure compliance with Essential Cybersecurity Controls requirements.,يجب على المنظمة تطبيق ضوابط Defense لضمان الامتثال لمتطلبات الضوابط الأساسية للأمن السيبراني,To establish effective defense practices,preventive,administrative,1,critical,True,annually,active
