lifecycle_id,mapping_id,control_id,framework_code,control_number,evidence_type_code,stage_code,stage_name_en,stage_name_ar,stage_order,duration_days,responsible_role,is_active_stage
233,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
234,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,STORE,Storage,التخزين,6,1,GRC Platform,True
235,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
236,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
237,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,REFRESH,Refresh,التحديث,9,14,Control Owner,False
238,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
239,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
240,20,6,NCA-ECC,1-2-3,APPOINTMENT_LETTER,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
241,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
242,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,PLAN,Planning,التخطيط,2,7,Control Owner,False
243,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
244,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
245,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
246,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,STORE,Storage,التخزين,6,1,GRC Platform,True
247,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
248,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
249,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,REFRESH,Refresh,التحديث,9,14,Control Owner,False
250,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
251,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
252,21,6,NCA-ECC,1-2-3,QUALIFICATIONS,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
253,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
254,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
255,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
256,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
257,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
258,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
259,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
260,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
261,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
262,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
263,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
264,22,6,NCA-ECC,1-2-3,TRAINING_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
265,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
266,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,PLAN,Planning,التخطيط,2,7,Control Owner,False
267,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
268,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
269,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
270,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,STORE,Storage,التخزين,6,1,GRC Platform,True
271,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
272,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
273,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,REFRESH,Refresh,التحديث,9,14,Control Owner,False
274,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
275,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
276,23,7,NCA-ECC,1-2-4,COMMITTEE_CHARTER,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
277,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
278,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,PLAN,Planning,التخطيط,2,7,Control Owner,False
279,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
280,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
281,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
282,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,STORE,Storage,التخزين,6,1,GRC Platform,True
283,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
284,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
285,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,REFRESH,Refresh,التحديث,9,14,Control Owner,False
286,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
287,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
288,24,7,NCA-ECC,1-2-4,MEETING_MINUTES,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
289,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
290,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
291,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
292,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
293,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
294,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
295,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
296,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
297,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
298,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
299,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
300,25,7,NCA-ECC,1-2-4,APPROVAL_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
301,26,8,NCA-ECC,1-3-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
302,26,8,NCA-ECC,1-3-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
303,26,8,NCA-ECC,1-3-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
304,26,8,NCA-ECC,1-3-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
305,26,8,NCA-ECC,1-3-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
306,26,8,NCA-ECC,1-3-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
307,26,8,NCA-ECC,1-3-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
308,26,8,NCA-ECC,1-3-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
309,26,8,NCA-ECC,1-3-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
310,26,8,NCA-ECC,1-3-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
311,26,8,NCA-ECC,1-3-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
312,26,8,NCA-ECC,1-3-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
313,27,8,NCA-ECC,1-3-1,PROCEDURE,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
314,27,8,NCA-ECC,1-3-1,PROCEDURE,PLAN,Planning,التخطيط,2,7,Control Owner,False
315,27,8,NCA-ECC,1-3-1,PROCEDURE,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
316,27,8,NCA-ECC,1-3-1,PROCEDURE,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
317,27,8,NCA-ECC,1-3-1,PROCEDURE,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
318,27,8,NCA-ECC,1-3-1,PROCEDURE,STORE,Storage,التخزين,6,1,GRC Platform,True
319,27,8,NCA-ECC,1-3-1,PROCEDURE,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
320,27,8,NCA-ECC,1-3-1,PROCEDURE,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
321,27,8,NCA-ECC,1-3-1,PROCEDURE,REFRESH,Refresh,التحديث,9,14,Control Owner,False
322,27,8,NCA-ECC,1-3-1,PROCEDURE,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
323,27,8,NCA-ECC,1-3-1,PROCEDURE,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
324,27,8,NCA-ECC,1-3-1,PROCEDURE,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
325,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
326,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
327,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
328,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
329,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
330,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
331,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
332,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
333,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
334,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
335,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
336,28,8,NCA-ECC,1-3-1,APPROVAL_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
337,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
338,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
339,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
340,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
341,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
342,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
343,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
344,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
345,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
346,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
347,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
348,29,8,NCA-ECC,1-3-1,COMMUNICATION_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
349,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
350,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
351,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
352,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
353,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
354,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
355,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
356,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
357,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
358,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
359,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
360,30,9,NCA-ECC,1-3-2,REVIEW_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
361,31,9,NCA-ECC,1-3-2,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
362,31,9,NCA-ECC,1-3-2,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
363,31,9,NCA-ECC,1-3-2,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
364,31,9,NCA-ECC,1-3-2,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
365,31,9,NCA-ECC,1-3-2,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
366,31,9,NCA-ECC,1-3-2,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
367,31,9,NCA-ECC,1-3-2,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
368,31,9,NCA-ECC,1-3-2,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
369,31,9,NCA-ECC,1-3-2,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
370,31,9,NCA-ECC,1-3-2,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
371,31,9,NCA-ECC,1-3-2,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
372,31,9,NCA-ECC,1-3-2,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
373,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
374,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
375,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
376,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
377,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
378,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
379,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
380,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
381,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
382,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
383,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
384,32,9,NCA-ECC,1-3-2,APPROVAL_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
385,33,10,NCA-ECC,1-4-1,RACI_MATRIX,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
386,33,10,NCA-ECC,1-4-1,RACI_MATRIX,PLAN,Planning,التخطيط,2,7,Control Owner,False
387,33,10,NCA-ECC,1-4-1,RACI_MATRIX,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
388,33,10,NCA-ECC,1-4-1,RACI_MATRIX,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
389,33,10,NCA-ECC,1-4-1,RACI_MATRIX,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
390,33,10,NCA-ECC,1-4-1,RACI_MATRIX,STORE,Storage,التخزين,6,1,GRC Platform,True
391,33,10,NCA-ECC,1-4-1,RACI_MATRIX,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
392,33,10,NCA-ECC,1-4-1,RACI_MATRIX,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
393,33,10,NCA-ECC,1-4-1,RACI_MATRIX,REFRESH,Refresh,التحديث,9,14,Control Owner,False
394,33,10,NCA-ECC,1-4-1,RACI_MATRIX,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
395,33,10,NCA-ECC,1-4-1,RACI_MATRIX,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
396,33,10,NCA-ECC,1-4-1,RACI_MATRIX,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
397,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
398,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,PLAN,Planning,التخطيط,2,7,Control Owner,False
399,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
400,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
401,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
402,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,STORE,Storage,التخزين,6,1,GRC Platform,True
403,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
404,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
405,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,REFRESH,Refresh,التحديث,9,14,Control Owner,False
406,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
407,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
408,34,10,NCA-ECC,1-4-1,JOB_DESCRIPTION,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
409,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
410,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
411,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
412,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
413,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
414,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
415,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
416,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
417,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
418,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
419,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
420,35,10,NCA-ECC,1-4-1,APPROVAL_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
421,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
422,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
423,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
424,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
425,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
426,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
427,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
428,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
429,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
430,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
431,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
432,36,11,NCA-ECC,1-4-2,REVIEW_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
433,37,11,NCA-ECC,1-4-2,RACI_MATRIX,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
434,37,11,NCA-ECC,1-4-2,RACI_MATRIX,PLAN,Planning,التخطيط,2,7,Control Owner,False
435,37,11,NCA-ECC,1-4-2,RACI_MATRIX,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
436,37,11,NCA-ECC,1-4-2,RACI_MATRIX,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
437,37,11,NCA-ECC,1-4-2,RACI_MATRIX,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
438,37,11,NCA-ECC,1-4-2,RACI_MATRIX,STORE,Storage,التخزين,6,1,GRC Platform,True
439,37,11,NCA-ECC,1-4-2,RACI_MATRIX,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
440,37,11,NCA-ECC,1-4-2,RACI_MATRIX,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
441,37,11,NCA-ECC,1-4-2,RACI_MATRIX,REFRESH,Refresh,التحديث,9,14,Control Owner,False
442,37,11,NCA-ECC,1-4-2,RACI_MATRIX,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
443,37,11,NCA-ECC,1-4-2,RACI_MATRIX,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
444,37,11,NCA-ECC,1-4-2,RACI_MATRIX,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
445,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
446,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,PLAN,Planning,التخطيط,2,7,Control Owner,False
447,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
448,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
449,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
450,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,STORE,Storage,التخزين,6,1,GRC Platform,True
451,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
452,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
453,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,REFRESH,Refresh,التحديث,9,14,Control Owner,False
454,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
455,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
456,38,11,NCA-ECC,1-4-2,MEETING_MINUTES,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
457,39,12,NCA-ECC,1-5-1,RISK_METHODOLOGY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
458,39,12,NCA-ECC,1-5-1,RISK_METHODOLOGY,PLAN,Planning,التخطيط,2,7,Control Owner,False
